Unnamed: 0,X,id,date,time,name,size,type,price,day_of_week
20909,20909,2015-009009,2015-05-31,19:34:02,napolitana,S,classic,12.0,Sunday
20910,20910,2015-009009,2015-05-31,19:34:02,pepperoni,L,classic,15.25,Sunday
20911,20911,2015-009010,2015-05-31,19:35:06,southw_ckn,L,chicken,20.75,Sunday
20912,20912,2015-009010,2015-05-31,19:35:06,classic_dlx,M,classic,16.0,Sunday
20913,20913,2015-009010,2015-05-31,19:35:06,prsc_argla,S,supreme,12.5,Sunday
20914,20914,2015-009011,2015-05-31,19:41:03,napolitana,S,classic,12.0,Sunday
20915,20915,2015-009011,2015-05-31,19:41:03,mexicana,S,veggie,12.0,Sunday
20916,20916,2015-009012,2015-05-31,20:07:19,pepperoni,S,classic,9.75,Sunday
20917,20917,2015-009012,2015-05-31,20:07:19,mexicana,S,veggie,12.0,Sunday
20918,20918,2015-009013,2015-05-31,20:43:23,big_meat,S,classic,12.0,Sunday
20919,20919,2015-009014,2015-05-31,20:44:50,thai_ckn,L,chicken,20.75,Sunday
20920,20920,2015-009014,2015-05-31,20:44:50,pepperoni,M,classic,12.5,Sunday
20921,20921,2015-009015,2015-05-31,20:48:00,ital_supr,M,supreme,16.5,Sunday
20922,20922,2015-009015,2015-05-31,20:48:00,big_meat,S,classic,12.0,Sunday
20923,20923,2015-009016,2015-05-31,21:01:05,the_greek,S,classic,12.0,Sunday
20924,20924,2015-009017,2015-05-31,21:02:01,napolitana,S,classic,12.0,Sunday
20925,20925,2015-009018,2015-05-31,21:06:45,mexicana,L,veggie,20.25,Sunday
20926,20926,2015-009018,2015-05-31,21:06:45,prsc_argla,M,supreme,16.5,Sunday
20927,20927,2015-009018,2015-05-31,21:06:45,bbq_ckn,M,chicken,16.75,Sunday
20928,20928,2015-009019,2015-05-31,21:15:19,ckn_pesto,L,chicken,20.75,Sunday
20929,20929,2015-009019,2015-05-31,21:15:19,big_meat,S,classic,12.0,Sunday
20930,20930,2015-009020,2015-05-31,21:47:28,mexicana,L,veggie,20.25,Sunday
20931,20931,2015-009020,2015-05-31,21:47:28,big_meat,S,classic,12.0,Sunday
20932,20932,2015-009021,2015-05-31,22:04:23,ital_supr,L,supreme,20.75,Sunday
20933,20933,2015-009022,2015-05-31,22:11:54,ital_supr,L,supreme,20.75,Sunday
20934,20934,2015-009023,2015-06-01,11:21:45,green_garden,M,veggie,16.0,Monday
20935,20935,2015-009024,2015-06-01,11:28:08,veggie_veg,M,veggie,16.0,Monday
20936,20936,2015-009025,2015-06-01,11:28:56,bbq_ckn,M,chicken,16.75,Monday
20937,20937,2015-009026,2015-06-01,11:29:05,bbq_ckn,S,chicken,12.75,Monday
20938,20938,2015-009026,2015-06-01,11:29:05,pepperoni,S,classic,9.75,Monday
20939,20939,2015-009027,2015-06-01,11:30:49,calabrese,L,supreme,20.25,Monday
20940,20940,2015-009028,2015-06-01,11:33:07,cali_ckn,M,chicken,16.75,Monday
20941,20941,2015-009029,2015-06-01,11:37:40,big_meat,S,classic,12.0,Monday
20942,20942,2015-009030,2015-06-01,11:38:29,the_greek,XL,classic,25.5,Monday
20943,20943,2015-009031,2015-06-01,11:45:56,ital_supr,M,supreme,16.5,Monday
20944,20944,2015-009031,2015-06-01,11:45:56,four_cheese,L,veggie,17.95,Monday
20945,20945,2015-009032,2015-06-01,11:47:49,southw_ckn,M,chicken,16.75,Monday
20946,20946,2015-009033,2015-06-01,12:05:44,sicilian,S,supreme,12.25,Monday
20947,20947,2015-009033,2015-06-01,12:05:44,calabrese,S,supreme,12.25,Monday
20948,20948,2015-009033,2015-06-01,12:05:44,spinach_supr,L,supreme,20.75,Monday
20949,20949,2015-009034,2015-06-01,12:08:28,sicilian,M,supreme,16.25,Monday
20950,20950,2015-009034,2015-06-01,12:08:28,big_meat,S,classic,12.0,Monday
20951,20951,2015-009034,2015-06-01,12:08:28,bbq_ckn,M,chicken,16.75,Monday
20952,20952,2015-009034,2015-06-01,12:08:28,spicy_ital,L,supreme,20.75,Monday
20953,20953,2015-009035,2015-06-01,12:14:04,four_cheese,L,veggie,17.95,Monday
20954,20954,2015-009036,2015-06-01,12:14:31,spicy_ital,L,supreme,20.75,Monday
20955,20955,2015-009036,2015-06-01,12:14:31,napolitana,S,classic,12.0,Monday
20956,20956,2015-009036,2015-06-01,12:14:31,mexicana,L,veggie,20.25,Monday
20957,20957,2015-009036,2015-06-01,12:14:31,four_cheese,M,veggie,14.75,Monday
20958,20958,2015-009037,2015-06-01,12:18:44,southw_ckn,L,chicken,20.75,Monday
20959,20959,2015-009037,2015-06-01,12:18:44,napolitana,S,classic,12.0,Monday
20960,20960,2015-009037,2015-06-01,12:18:44,spicy_ital,M,supreme,16.5,Monday
20961,20961,2015-009037,2015-06-01,12:18:44,ital_supr,M,supreme,16.5,Monday
20962,20962,2015-009037,2015-06-01,12:18:44,spicy_ital,S,supreme,12.5,Monday
20963,20963,2015-009037,2015-06-01,12:18:44,five_cheese,L,veggie,18.5,Monday
20964,20964,2015-009037,2015-06-01,12:18:44,sicilian,M,supreme,16.25,Monday
20965,20965,2015-009037,2015-06-01,12:18:44,ital_supr,S,supreme,12.5,Monday
20966,20966,2015-009037,2015-06-01,12:18:44,four_cheese,L,veggie,17.95,Monday
20967,20967,2015-009037,2015-06-01,12:18:44,the_greek,L,classic,20.5,Monday
20968,20968,2015-009037,2015-06-01,12:18:44,peppr_salami,L,supreme,20.75,Monday
20969,20969,2015-009037,2015-06-01,12:18:44,veggie_veg,S,veggie,12.0,Monday
20970,20970,2015-009037,2015-06-01,12:18:44,spicy_ital,S,supreme,12.5,Monday
20971,20971,2015-009037,2015-06-01,12:18:44,spicy_ital,S,supreme,12.5,Monday
20972,20972,2015-009037,2015-06-01,12:18:44,ital_supr,L,supreme,20.75,Monday
20973,20973,2015-009038,2015-06-01,12:20:31,classic_dlx,M,classic,16.0,Monday
20974,20974,2015-009038,2015-06-01,12:20:31,calabrese,M,supreme,16.25,Monday
20975,20975,2015-009038,2015-06-01,12:20:31,thai_ckn,M,chicken,16.75,Monday
20976,20976,2015-009038,2015-06-01,12:20:31,pep_msh_pep,L,classic,17.5,Monday
20977,20977,2015-009039,2015-06-01,12:26:18,ckn_alfredo,M,chicken,16.75,Monday
20978,20978,2015-009040,2015-06-01,12:42:32,four_cheese,L,veggie,17.95,Monday
20979,20979,2015-009040,2015-06-01,12:42:32,the_greek,XL,classic,25.5,Monday
20980,20980,2015-009041,2015-06-01,12:44:56,cali_ckn,M,chicken,16.75,Monday
20981,20981,2015-009042,2015-06-01,12:55:58,pepperoni,M,classic,12.5,Monday
20982,20982,2015-009042,2015-06-01,12:55:58,mexicana,L,veggie,20.25,Monday
20983,20983,2015-009042,2015-06-01,12:55:58,pepperoni,M,classic,12.5,Monday
20984,20984,2015-009042,2015-06-01,12:55:58,spinach_fet,L,veggie,20.25,Monday
20985,20985,2015-009042,2015-06-01,12:55:58,big_meat,S,classic,12.0,Monday
20986,20986,2015-009042,2015-06-01,12:55:58,ital_cpcllo,M,classic,16.0,Monday
20987,20987,2015-009042,2015-06-01,12:55:58,mexicana,L,veggie,20.25,Monday
20988,20988,2015-009042,2015-06-01,12:55:58,mediterraneo,S,veggie,12.0,Monday
20989,20989,2015-009042,2015-06-01,12:55:58,ital_veggie,L,veggie,21.0,Monday
20990,20990,2015-009042,2015-06-01,12:55:58,sicilian,L,supreme,20.25,Monday
20991,20991,2015-009042,2015-06-01,12:55:58,pepperoni,L,classic,15.25,Monday
20992,20992,2015-009043,2015-06-01,13:15:52,cali_ckn,M,chicken,16.75,Monday
20993,20993,2015-009044,2015-06-01,13:17:55,soppressata,L,supreme,20.75,Monday
20994,20994,2015-009045,2015-06-01,13:20:29,ital_cpcllo,M,classic,16.0,Monday
20995,20995,2015-009045,2015-06-01,13:20:29,thai_ckn,L,chicken,20.75,Monday
20996,20996,2015-009046,2015-06-01,13:25:57,peppr_salami,L,supreme,20.75,Monday
20997,20997,2015-009047,2015-06-01,13:45:22,pep_msh_pep,S,classic,11.0,Monday
20998,20998,2015-009047,2015-06-01,13:45:22,bbq_ckn,M,chicken,16.75,Monday
20999,20999,2015-009047,2015-06-01,13:45:22,cali_ckn,S,chicken,12.75,Monday
21000,21000,2015-009047,2015-06-01,13:45:22,ckn_pesto,L,chicken,20.75,Monday
21001,21001,2015-009048,2015-06-01,13:46:11,southw_ckn,L,chicken,20.75,Monday
21002,21002,2015-009048,2015-06-01,13:46:11,five_cheese,L,veggie,18.5,Monday
21003,21003,2015-009049,2015-06-01,14:14:08,ital_veggie,M,veggie,16.75,Monday
21004,21004,2015-009049,2015-06-01,14:14:08,green_garden,S,veggie,12.0,Monday
21005,21005,2015-009049,2015-06-01,14:14:08,four_cheese,M,veggie,14.75,Monday
21006,21006,2015-009049,2015-06-01,14:14:08,spin_pesto,S,veggie,12.5,Monday
21007,21007,2015-009050,2015-06-01,14:17:13,pep_msh_pep,M,classic,14.5,Monday
21008,21008,2015-009051,2015-06-01,14:26:15,bbq_ckn,L,chicken,20.75,Monday
21009,21009,2015-009051,2015-06-01,14:26:15,brie_carre,S,supreme,23.65,Monday
21010,21010,2015-009052,2015-06-01,14:31:16,mediterraneo,L,veggie,20.25,Monday
21011,21011,2015-009052,2015-06-01,14:31:16,napolitana,M,classic,16.0,Monday
21012,21012,2015-009052,2015-06-01,14:31:16,thai_ckn,L,chicken,20.75,Monday
21013,21013,2015-009052,2015-06-01,14:31:16,five_cheese,L,veggie,18.5,Monday
21014,21014,2015-009053,2015-06-01,14:41:05,sicilian,S,supreme,12.25,Monday
21015,21015,2015-009053,2015-06-01,14:41:05,classic_dlx,L,classic,20.5,Monday
21016,21016,2015-009054,2015-06-01,14:41:29,brie_carre,S,supreme,23.65,Monday
21017,21017,2015-009055,2015-06-01,14:42:42,four_cheese,M,veggie,14.75,Monday
21018,21018,2015-009055,2015-06-01,14:42:42,ital_supr,S,supreme,12.5,Monday
21019,21019,2015-009055,2015-06-01,14:42:42,thai_ckn,S,chicken,12.75,Monday
21020,21020,2015-009055,2015-06-01,14:42:42,pep_msh_pep,M,classic,14.5,Monday
21021,21021,2015-009056,2015-06-01,15:03:46,four_cheese,M,veggie,14.75,Monday
21022,21022,2015-009056,2015-06-01,15:03:46,mexicana,L,veggie,20.25,Monday
21023,21023,2015-009056,2015-06-01,15:03:46,pep_msh_pep,M,classic,14.5,Monday
21024,21024,2015-009056,2015-06-01,15:03:46,calabrese,M,supreme,16.25,Monday
21025,21025,2015-009057,2015-06-01,15:14:50,napolitana,S,classic,12.0,Monday
21026,21026,2015-009057,2015-06-01,15:14:50,classic_dlx,M,classic,16.0,Monday
21027,21027,2015-009057,2015-06-01,15:14:50,ckn_pesto,S,chicken,12.75,Monday
21028,21028,2015-009057,2015-06-01,15:14:50,bbq_ckn,M,chicken,16.75,Monday
21029,21029,2015-009058,2015-06-01,15:33:14,ital_cpcllo,L,classic,20.5,Monday
21030,21030,2015-009058,2015-06-01,15:33:14,veggie_veg,L,veggie,20.25,Monday
21031,21031,2015-009058,2015-06-01,15:33:14,spinach_supr,M,supreme,16.5,Monday
21032,21032,2015-009059,2015-06-01,15:34:12,the_greek,XL,classic,25.5,Monday
21033,21033,2015-009059,2015-06-01,15:34:12,spin_pesto,S,veggie,12.5,Monday
21034,21034,2015-009060,2015-06-01,15:36:04,southw_ckn,M,chicken,16.75,Monday
21035,21035,2015-009060,2015-06-01,15:36:04,brie_carre,S,supreme,23.65,Monday
21036,21036,2015-009060,2015-06-01,15:36:04,peppr_salami,S,supreme,12.5,Monday
21037,21037,2015-009061,2015-06-01,15:39:08,bbq_ckn,M,chicken,16.75,Monday
21038,21038,2015-009061,2015-06-01,15:39:08,soppressata,L,supreme,20.75,Monday
21039,21039,2015-009062,2015-06-01,15:41:57,spinach_supr,L,supreme,20.75,Monday
21040,21040,2015-009062,2015-06-01,15:41:57,southw_ckn,L,chicken,20.75,Monday
21041,21041,2015-009063,2015-06-01,15:52:27,hawaiian,S,classic,10.5,Monday
21042,21042,2015-009064,2015-06-01,15:54:38,spinach_fet,L,veggie,20.25,Monday
21043,21043,2015-009064,2015-06-01,15:54:38,five_cheese,L,veggie,18.5,Monday
21044,21044,2015-009065,2015-06-01,15:56:47,hawaiian,S,classic,10.5,Monday
21045,21045,2015-009065,2015-06-01,15:56:47,four_cheese,L,veggie,17.95,Monday
21046,21046,2015-009066,2015-06-01,16:05:20,sicilian,S,supreme,12.25,Monday
21047,21047,2015-009067,2015-06-01,16:20:16,spinach_supr,M,supreme,16.5,Monday
21048,21048,2015-009067,2015-06-01,16:20:16,southw_ckn,L,chicken,20.75,Monday
21049,21049,2015-009067,2015-06-01,16:20:16,big_meat,S,classic,12.0,Monday
21050,21050,2015-009068,2015-06-01,16:38:22,thai_ckn,L,chicken,20.75,Monday
21051,21051,2015-009069,2015-06-01,16:46:08,cali_ckn,S,chicken,12.75,Monday
21052,21052,2015-009070,2015-06-01,16:57:45,classic_dlx,S,classic,12.0,Monday
21053,21053,2015-009070,2015-06-01,16:57:45,calabrese,M,supreme,16.25,Monday
21054,21054,2015-009071,2015-06-01,17:22:55,spinach_fet,L,veggie,20.25,Monday
21055,21055,2015-009071,2015-06-01,17:22:55,prsc_argla,L,supreme,20.75,Monday
21056,21056,2015-009071,2015-06-01,17:22:55,bbq_ckn,S,chicken,12.75,Monday
21057,21057,2015-009072,2015-06-01,17:26:14,bbq_ckn,M,chicken,16.75,Monday
21058,21058,2015-009072,2015-06-01,17:26:14,soppressata,L,supreme,20.75,Monday
21059,21059,2015-009072,2015-06-01,17:26:14,cali_ckn,L,chicken,20.75,Monday
21060,21060,2015-009072,2015-06-01,17:26:14,classic_dlx,L,classic,20.5,Monday
21061,21061,2015-009073,2015-06-01,17:52:02,ital_cpcllo,M,classic,16.0,Monday
21062,21062,2015-009073,2015-06-01,17:52:02,pepperoni,S,classic,9.75,Monday
21063,21063,2015-009073,2015-06-01,17:52:02,thai_ckn,L,chicken,20.75,Monday
21064,21064,2015-009073,2015-06-01,17:52:02,green_garden,M,veggie,16.0,Monday
21065,21065,2015-009074,2015-06-01,17:57:11,spinach_fet,L,veggie,20.25,Monday
21066,21066,2015-009074,2015-06-01,17:57:11,classic_dlx,S,classic,12.0,Monday
21067,21067,2015-009074,2015-06-01,17:57:11,sicilian,L,supreme,20.25,Monday
21068,21068,2015-009075,2015-06-01,18:03:24,soppressata,M,supreme,16.5,Monday
21069,21069,2015-009075,2015-06-01,18:03:24,veggie_veg,M,veggie,16.0,Monday
21070,21070,2015-009076,2015-06-01,18:08:51,ital_supr,M,supreme,16.5,Monday
21071,21071,2015-009076,2015-06-01,18:08:51,mediterraneo,S,veggie,12.0,Monday
21072,21072,2015-009076,2015-06-01,18:08:51,four_cheese,L,veggie,17.95,Monday
21073,21073,2015-009076,2015-06-01,18:08:51,hawaiian,M,classic,13.25,Monday
21074,21074,2015-009077,2015-06-01,18:11:49,thai_ckn,S,chicken,12.75,Monday
21075,21075,2015-009078,2015-06-01,18:26:13,veggie_veg,S,veggie,12.0,Monday
21076,21076,2015-009078,2015-06-01,18:26:13,ital_cpcllo,M,classic,16.0,Monday
21077,21077,2015-009078,2015-06-01,18:26:13,ckn_alfredo,M,chicken,16.75,Monday
21078,21078,2015-009079,2015-06-01,18:39:07,mexicana,M,veggie,16.0,Monday
21079,21079,2015-009079,2015-06-01,18:39:07,hawaiian,S,classic,10.5,Monday
21080,21080,2015-009079,2015-06-01,18:39:07,mediterraneo,S,veggie,12.0,Monday
21081,21081,2015-009079,2015-06-01,18:39:07,sicilian,L,supreme,20.25,Monday
21082,21082,2015-009080,2015-06-01,18:40:58,southw_ckn,L,chicken,20.75,Monday
21083,21083,2015-009080,2015-06-01,18:40:58,bbq_ckn,S,chicken,12.75,Monday
21084,21084,2015-009080,2015-06-01,18:40:58,bbq_ckn,M,chicken,16.75,Monday
21085,21085,2015-009080,2015-06-01,18:40:58,ital_supr,M,supreme,16.5,Monday
21086,21086,2015-009081,2015-06-01,18:59:38,bbq_ckn,S,chicken,12.75,Monday
21087,21087,2015-009081,2015-06-01,18:59:38,four_cheese,L,veggie,17.95,Monday
21088,21088,2015-009081,2015-06-01,18:59:38,ital_supr,L,supreme,20.75,Monday
21089,21089,2015-009081,2015-06-01,18:59:38,ital_cpcllo,M,classic,16.0,Monday
21090,21090,2015-009082,2015-06-01,19:11:01,calabrese,L,supreme,20.25,Monday
21091,21091,2015-009082,2015-06-01,19:11:01,prsc_argla,M,supreme,16.5,Monday
21092,21092,2015-009083,2015-06-01,19:16:51,brie_carre,S,supreme,23.65,Monday
21093,21093,2015-009083,2015-06-01,19:16:51,the_greek,XL,classic,25.5,Monday
21094,21094,2015-009084,2015-06-01,19:26:03,pep_msh_pep,M,classic,14.5,Monday
21095,21095,2015-009085,2015-06-01,19:35:24,mediterraneo,S,veggie,12.0,Monday
21096,21096,2015-009085,2015-06-01,19:35:24,four_cheese,M,veggie,14.75,Monday
21097,21097,2015-009085,2015-06-01,19:35:24,spinach_fet,M,veggie,16.0,Monday
21098,21098,2015-009085,2015-06-01,19:35:24,mediterraneo,L,veggie,20.25,Monday
21099,21099,2015-009086,2015-06-01,19:42:36,mexicana,L,veggie,20.25,Monday
21100,21100,2015-009086,2015-06-01,19:42:36,peppr_salami,M,supreme,16.5,Monday
21101,21101,2015-009087,2015-06-01,19:56:52,southw_ckn,M,chicken,16.75,Monday
21102,21102,2015-009087,2015-06-01,19:56:52,pep_msh_pep,M,classic,14.5,Monday
21103,21103,2015-009087,2015-06-01,19:56:52,spinach_fet,M,veggie,16.0,Monday
21104,21104,2015-009088,2015-06-01,20:03:31,ital_veggie,M,veggie,16.75,Monday
21105,21105,2015-009088,2015-06-01,20:03:31,pep_msh_pep,S,classic,11.0,Monday
21106,21106,2015-009089,2015-06-01,20:05:40,green_garden,S,veggie,12.0,Monday
21107,21107,2015-009090,2015-06-01,20:06:04,pep_msh_pep,S,classic,11.0,Monday
21108,21108,2015-009091,2015-06-01,20:08:18,spinach_fet,M,veggie,16.0,Monday
21109,21109,2015-009092,2015-06-01,21:01:55,hawaiian,S,classic,10.5,Monday
21110,21110,2015-009092,2015-06-01,21:01:55,bbq_ckn,M,chicken,16.75,Monday
21111,21111,2015-009093,2015-06-01,21:35:07,southw_ckn,M,chicken,16.75,Monday
21112,21112,2015-009093,2015-06-01,21:35:07,five_cheese,L,veggie,18.5,Monday
21113,21113,2015-009093,2015-06-01,21:35:07,ital_cpcllo,L,classic,20.5,Monday
21114,21114,2015-009094,2015-06-01,21:51:28,prsc_argla,M,supreme,16.5,Monday
21115,21115,2015-009094,2015-06-01,21:51:28,ital_cpcllo,L,classic,20.5,Monday
21116,21116,2015-009094,2015-06-01,21:51:28,bbq_ckn,S,chicken,12.75,Monday
21117,21117,2015-009094,2015-06-01,21:51:28,thai_ckn,L,chicken,20.75,Monday
21118,21118,2015-009095,2015-06-02,11:16:50,ital_supr,L,supreme,20.75,Tuesday
21119,21119,2015-009095,2015-06-02,11:16:50,spicy_ital,M,supreme,16.5,Tuesday
21120,21120,2015-009096,2015-06-02,11:20:08,ital_supr,L,supreme,20.75,Tuesday
21121,21121,2015-009096,2015-06-02,11:20:08,ital_cpcllo,S,classic,12.0,Tuesday
21122,21122,2015-009096,2015-06-02,11:20:08,sicilian,M,supreme,16.25,Tuesday
21123,21123,2015-009097,2015-06-02,11:22:44,cali_ckn,L,chicken,20.75,Tuesday
21124,21124,2015-009097,2015-06-02,11:22:44,green_garden,S,veggie,12.0,Tuesday
21125,21125,2015-009098,2015-06-02,11:31:50,pep_msh_pep,S,classic,11.0,Tuesday
21126,21126,2015-009099,2015-06-02,11:35:40,pepperoni,L,classic,15.25,Tuesday
21127,21127,2015-009100,2015-06-02,12:11:55,four_cheese,M,veggie,14.75,Tuesday
21128,21128,2015-009100,2015-06-02,12:11:55,sicilian,S,supreme,12.25,Tuesday
21129,21129,2015-009100,2015-06-02,12:11:55,ital_veggie,M,veggie,16.75,Tuesday
21130,21130,2015-009100,2015-06-02,12:11:55,four_cheese,L,veggie,17.95,Tuesday
21131,21131,2015-009100,2015-06-02,12:11:55,ckn_pesto,S,chicken,12.75,Tuesday
21132,21132,2015-009101,2015-06-02,12:14:18,cali_ckn,S,chicken,12.75,Tuesday
21133,21133,2015-009101,2015-06-02,12:14:18,bbq_ckn,M,chicken,16.75,Tuesday
21134,21134,2015-009101,2015-06-02,12:14:18,hawaiian,S,classic,10.5,Tuesday
21135,21135,2015-009101,2015-06-02,12:14:18,hawaiian,M,classic,13.25,Tuesday
21136,21136,2015-009101,2015-06-02,12:14:18,ckn_alfredo,L,chicken,20.75,Tuesday
21137,21137,2015-009101,2015-06-02,12:14:18,sicilian,M,supreme,16.25,Tuesday
21138,21138,2015-009102,2015-06-02,12:40:58,pepperoni,M,classic,12.5,Tuesday
21139,21139,2015-009102,2015-06-02,12:40:58,veggie_veg,L,veggie,20.25,Tuesday
21140,21140,2015-009102,2015-06-02,12:40:58,ital_supr,L,supreme,20.75,Tuesday
21141,21141,2015-009102,2015-06-02,12:40:58,classic_dlx,S,classic,12.0,Tuesday
21142,21142,2015-009102,2015-06-02,12:40:58,prsc_argla,L,supreme,20.75,Tuesday
21143,21143,2015-009102,2015-06-02,12:40:58,mexicana,L,veggie,20.25,Tuesday
21144,21144,2015-009102,2015-06-02,12:40:58,sicilian,L,supreme,20.25,Tuesday
21145,21145,2015-009102,2015-06-02,12:40:58,peppr_salami,M,supreme,16.5,Tuesday
21146,21146,2015-009102,2015-06-02,12:40:58,sicilian,L,supreme,20.25,Tuesday
21147,21147,2015-009102,2015-06-02,12:40:58,prsc_argla,S,supreme,12.5,Tuesday
21148,21148,2015-009103,2015-06-02,12:53:14,pepperoni,M,classic,12.5,Tuesday
21149,21149,2015-009104,2015-06-02,12:59:12,ital_cpcllo,S,classic,12.0,Tuesday
21150,21150,2015-009104,2015-06-02,12:59:12,pepperoni,M,classic,12.5,Tuesday
21151,21151,2015-009104,2015-06-02,12:59:12,five_cheese,L,veggie,18.5,Tuesday
21152,21152,2015-009104,2015-06-02,12:59:12,ital_veggie,M,veggie,16.75,Tuesday
21153,21153,2015-009104,2015-06-02,12:59:12,bbq_ckn,L,chicken,20.75,Tuesday
21154,21154,2015-009105,2015-06-02,13:01:30,cali_ckn,L,chicken,20.75,Tuesday
21155,21155,2015-009106,2015-06-02,13:05:06,pep_msh_pep,M,classic,14.5,Tuesday
21156,21156,2015-009106,2015-06-02,13:05:06,big_meat,S,classic,12.0,Tuesday
21157,21157,2015-009107,2015-06-02,13:08:27,southw_ckn,L,chicken,20.75,Tuesday
21158,21158,2015-009108,2015-06-02,13:08:59,ital_supr,S,supreme,12.5,Tuesday
21159,21159,2015-009108,2015-06-02,13:08:59,sicilian,L,supreme,20.25,Tuesday
21160,21160,2015-009108,2015-06-02,13:08:59,cali_ckn,M,chicken,16.75,Tuesday
21161,21161,2015-009109,2015-06-02,13:13:02,cali_ckn,M,chicken,16.75,Tuesday
21162,21162,2015-009109,2015-06-02,13:13:02,cali_ckn,S,chicken,12.75,Tuesday
21163,21163,2015-009110,2015-06-02,13:24:21,thai_ckn,L,chicken,20.75,Tuesday
21164,21164,2015-009110,2015-06-02,13:24:21,bbq_ckn,L,chicken,20.75,Tuesday
21165,21165,2015-009110,2015-06-02,13:24:21,ital_cpcllo,L,classic,20.5,Tuesday
21166,21166,2015-009111,2015-06-02,13:26:24,the_greek,S,classic,12.0,Tuesday
21167,21167,2015-009111,2015-06-02,13:26:24,southw_ckn,L,chicken,20.75,Tuesday
21168,21168,2015-009111,2015-06-02,13:26:24,classic_dlx,S,classic,12.0,Tuesday
21169,21169,2015-009111,2015-06-02,13:26:24,spin_pesto,L,veggie,20.75,Tuesday
21170,21170,2015-009112,2015-06-02,13:39:53,spicy_ital,L,supreme,20.75,Tuesday
21171,21171,2015-009113,2015-06-02,13:43:04,spicy_ital,L,supreme,20.75,Tuesday
21172,21172,2015-009114,2015-06-02,13:54:28,cali_ckn,M,chicken,16.75,Tuesday
21173,21173,2015-009114,2015-06-02,13:54:28,spinach_fet,L,veggie,20.25,Tuesday
21174,21174,2015-009114,2015-06-02,13:54:28,cali_ckn,L,chicken,20.75,Tuesday
21175,21175,2015-009115,2015-06-02,14:29:32,sicilian,M,supreme,16.25,Tuesday
21176,21176,2015-009115,2015-06-02,14:29:32,cali_ckn,L,chicken,20.75,Tuesday
21177,21177,2015-009116,2015-06-02,14:34:49,spinach_fet,M,veggie,16.0,Tuesday
21178,21178,2015-009116,2015-06-02,14:34:49,mexicana,L,veggie,20.25,Tuesday
21179,21179,2015-009117,2015-06-02,14:35:47,big_meat,S,classic,12.0,Tuesday
21180,21180,2015-009118,2015-06-02,14:38:43,green_garden,S,veggie,12.0,Tuesday
21181,21181,2015-009118,2015-06-02,14:38:43,soppressata,S,supreme,12.5,Tuesday
21182,21182,2015-009118,2015-06-02,14:38:43,cali_ckn,L,chicken,20.75,Tuesday
21183,21183,2015-009118,2015-06-02,14:38:43,spinach_supr,L,supreme,20.75,Tuesday
21184,21184,2015-009119,2015-06-02,15:03:27,ckn_pesto,S,chicken,12.75,Tuesday
21185,21185,2015-009119,2015-06-02,15:03:27,peppr_salami,M,supreme,16.5,Tuesday
21186,21186,2015-009120,2015-06-02,15:07:42,green_garden,S,veggie,12.0,Tuesday
21187,21187,2015-009120,2015-06-02,15:07:42,big_meat,S,classic,12.0,Tuesday
21188,21188,2015-009120,2015-06-02,15:07:42,brie_carre,S,supreme,23.65,Tuesday
21189,21189,2015-009121,2015-06-02,15:08:59,pep_msh_pep,S,classic,11.0,Tuesday
21190,21190,2015-009121,2015-06-02,15:08:59,ital_cpcllo,L,classic,20.5,Tuesday
21191,21191,2015-009121,2015-06-02,15:08:59,four_cheese,L,veggie,17.95,Tuesday
21192,21192,2015-009122,2015-06-02,15:19:03,southw_ckn,L,chicken,20.75,Tuesday
21193,21193,2015-009123,2015-06-02,15:31:01,ckn_pesto,L,chicken,20.75,Tuesday
21194,21194,2015-009123,2015-06-02,15:31:01,ital_supr,M,supreme,16.5,Tuesday
21195,21195,2015-009124,2015-06-02,15:49:22,the_greek,L,classic,20.5,Tuesday
21196,21196,2015-009125,2015-06-02,16:06:14,peppr_salami,L,supreme,20.75,Tuesday
21197,21197,2015-009125,2015-06-02,16:06:14,southw_ckn,L,chicken,20.75,Tuesday
21198,21198,2015-009125,2015-06-02,16:06:14,bbq_ckn,M,chicken,16.75,Tuesday
21199,21199,2015-009125,2015-06-02,16:06:14,ital_supr,L,supreme,20.75,Tuesday
21200,21200,2015-009126,2015-06-02,16:08:22,pep_msh_pep,S,classic,11.0,Tuesday
21201,21201,2015-009127,2015-06-02,16:08:43,mexicana,L,veggie,20.25,Tuesday
21202,21202,2015-009128,2015-06-02,16:12:58,peppr_salami,M,supreme,16.5,Tuesday
21203,21203,2015-009129,2015-06-02,16:19:14,peppr_salami,M,supreme,16.5,Tuesday
21204,21204,2015-009129,2015-06-02,16:19:14,pep_msh_pep,M,classic,14.5,Tuesday
21205,21205,2015-009129,2015-06-02,16:19:14,spicy_ital,M,supreme,16.5,Tuesday
21206,21206,2015-009129,2015-06-02,16:19:14,peppr_salami,L,supreme,20.75,Tuesday
21207,21207,2015-009130,2015-06-02,16:43:54,green_garden,S,veggie,12.0,Tuesday
21208,21208,2015-009130,2015-06-02,16:43:54,mexicana,M,veggie,16.0,Tuesday
21209,21209,2015-009130,2015-06-02,16:43:54,bbq_ckn,L,chicken,20.75,Tuesday
21210,21210,2015-009130,2015-06-02,16:43:54,thai_ckn,L,chicken,20.75,Tuesday
21211,21211,2015-009131,2015-06-02,16:48:51,four_cheese,L,veggie,17.95,Tuesday
